顧客ID,生年月日,性別,携帯TEL,自宅TEL,携帯メール,PCメール,職業
"136110028","19861126","女","有","無","無","有","会社員"
"136120017","19911011","女","有","有","有","無","その他"
"136120050","19680818","女","有","有","有","無","主婦"
"136120060","19460910","男","有","無","無","有","その他"
"136150034","19900404","男","有","無","無","有","会社員"
"136150059","19940715","女","有","無","有","無","会社員"
"136210060","19940805","女","有","無","有","無","パート・アルバイト"
"136220034","19970513","男","有","無","有","無","会社員"
"136230026","19800618","女","有","無","無","有","会社員"
"136310069","19931001","女","有","無","有","無","会社員"
"136310076","19960706","女","有","無","有","無","会社員"
"136430026","19830419","女","有","無","有","無","パート・アルバイト"
"136510052","19920902","男","有","無","無","有","会社員"
"136510053","19921104","女","有","無","有","無",""
"136610001","19570602","女","有","有","有","無","主婦"
"136610050","19941029","男","有","無","有","無","会社員"
"136630029","19560623","女","有","有","無","有",""
"136710054","19910929","女","有","無","有","無","会社員"
"136710057","19961109","女","無","有","有","無","学生"
"136720043","19940212","女","有","無","有","無","会社員"
"136720044","19711209","女","有","無","有","無","会社員"
"136730014","19760212","女","有","有","有","無","自営業"
"136910025","19910628","女","有","無","有","無","会社員"
"137130011","19950913","女","有","無","無","有","会社員"
"137150036","19830303","女","有","無","無","有","主婦"
"137150045","19640124","女","無","有","無","有","主婦"
"137210002","19831204","男","無","有","有","無",""
"137210019","19710721","女","有","無","無","有","パート・アルバイト"
"137220017","19870121","女","有","無","有","無","会社員"
"137250036","19801013","女","有","無","無","有","パート・アルバイト"
"137250038","19810415","男","有","無","無","有","自営業"
"137330019","19710910","男","有","無","無","有",""
"137410021","19800126","女","有","無","有","無","主婦"
"137510035","19740627","女","有","無","無","有","パート・アルバイト"
"137520008","19661126","女","有","無","有","無","パート・アルバイト"
"137610021","19990312","男","有","無","無","有","学生"
"137750002","19911122","女","有","無","無","有","会社員"
"137810024","19960428","男","有","有","有","無","学生"
"137850010","19720509","男","有","無","有","無","会社員"
"138110010","19970129","男","有","無","有","無","学生"
"138110018","19961216","女","有","無","有","無",""
"138110020","19850210","女","有","無","有","無","会社員"
"138120027","19910407","女","有","無","無","有","パート・アルバイト"
"138120029","19701126","女","有","無","無","有","会社員"
"138150033","19570324","女","有","無","有","有","主婦"
"138230010","19800213","女","有","無","無","有","会社員"
"138250015","19980920","女","有","無","無","有","学生"
"138250016","19830921","女","有","無","無","有",""
"138310026","19850327","男","有","無","無","有",""
"138410028","19920925","男","有","無","無","有","会社員"
"138430006","19980126","女","有","無","有","無","学生"
"138610017","19920510","女","有","無","有","無","会社員"
"138610021","19680626","女","有","有","有","無","会社員"
"138620004","19950206","女","有","無","有","無",""
"138710011","19970103","女","有","無","無","有","会社員"
"138810007","19881026","女","有","無","無","有","その他"
"138910005","19950421","女","有","無","無","有","会社員"
"139120032","19410909","男","有","有","有","無",""
"139120044","19920913","女","有","無","有","無","会社員"
"139210049","19680728","女","有","有","有","無","主婦"
"139250024","19931018","女","有","無","無","有","学生"
"139440006","19840302","女","有","無","無","有","会社員"
"139520024","19870103","女","有","無","無","有",""
"139520025","19941001","女","有","無","有","無","会社員"
"139620020","20000226","女","有","有","有","無","学生"
"139730001","19890804","女","有","無","無","有","会社員"
"139810033","19950308","女","有","無","無","有","会社員"
"140110016","19601127","男","有","有","有","有","会社員"
"140110026","19950520","男","有","無","有","無","会社員"
"140110027","19721214","女","有","無","無","有","主婦"
"140120061","19570627","男","有","有","有","無","その他"
"140150033","19930910","女","有","無","有","無","会社員"
"140150049","19831221","女","有","無","無","有","会社員"
"140210032","19721108","女","有","無","無","有","パート・アルバイト"
"140210037","19940116","女","有","無","無","有","会社員"
"140210039","19770217","女","有","有","有","無","会社員"
"140220031","19920223","女","有","無","無","有","パート・アルバイト"
"140220032","19760808","女","有","無","無","有","会社員"
"140230017","19931019","女","有","有","無","有","会社員"
"140250032","19821119","女","有","無","有","無","自営業"
"140410064","19780525","女","有","有","有","無","パート・アルバイト"
"140450010","19841019","男","有","無","有","無",""
"140510044","19691124","男","有","無","有","無","会社員"
"140550013","19910923","女","有","無","有","無","会社員"
"140710043","19690809","女","無","有","無","有","その他"
"140720021","19530907","男","有","有","有","無","会社員"
"140720023","19911118","男","有","無","無","有",""
"140850014","19631023","男","有","無","無","有","会社員"
"140910004","19880422","男","有","無","無","有","その他"
"141110017","19780807","女","有","無","有","有","会社員"
"141120008","19760408","女","有","無","有","有","パート・アルバイト"
"141150023","19881125","女","有","無","無","有","会社員"
"141150051","19831002","女","有","無","無","有","会社員"
"141410048","19951219","女","有","無","無","有","学生"
"141510032","19650117","女","有","有","有","無","パート・アルバイト"
"141610025","19840419","男","有","無","有","有","会社員"
"141610026","19971218","女","有","無","有","無","学生"
"141630023","19780316","女","有","無","有","無",""
"141730004","19720828","男","有","有","有","無","その他"
"141910005","19650720","女","無","有","有","無","主婦"
"143110135","19920616","女","有","無","有","無","会社員"
"143110147","19880921","男","有","無","有","有","会社員"
"143110180","19810123","女","有","無","有","無","会社員"
"143110181","19931015","男","有","無","無","有",""
"143120005","19861121","女","有","無","無","有","会社員"
"143120033","19731029","男","有","無","有","無","会社員"
"143120072","19851102","男","有","有","無","有","会社員"
"143120151","19780204","男","有","無","無","有",""
"143120214","19660126","男","有","無","無","有","会社員"
